,Occupancy Type,Zones,Value,Unit
308,Non-working Hours,Zone 3,25.7363750063,Operative Temp. [deg. C]
309,Non-working Hours,Zone 3,25.7930554861,Operative Temp. [deg. C]
310,Non-working Hours,Zone 3,25.7057499875,Operative Temp. [deg. C]
311,Non-working Hours,Zone 3,25.7663750125,Operative Temp. [deg. C]
312,Non-working Hours,Zone 3,25.8393053819,Operative Temp. [deg. C]
313,Non-working Hours,Zone 3,25.8532496438,Operative Temp. [deg. C]
314,Non-working Hours,Zone 3,25.8163888889,Operative Temp. [deg. C]
315,Non-working Hours,Zone 3,25.8864995937,Operative Temp. [deg. C]
316,Non-working Hours,Zone 3,25.8907496312,Operative Temp. [deg. C]
317,Non-working Hours,Zone 3,25.9337499097,Operative Temp. [deg. C]
318,Non-working Hours,Zone 3,25.9046248875,Operative Temp. [deg. C]
319,Non-working Hours,Zone 3,25.916388625,Operative Temp. [deg. C]
320,Non-working Hours,Zone 3,25.948125,Operative Temp. [deg. C]
321,Non-working Hours,Zone 3,26.0167499625,Operative Temp. [deg. C]
322,Non-working Hours,Zone 3,25.9912498611,Operative Temp. [deg. C]
323,Non-working Hours,Zone 3,25.9414997438,Operative Temp. [deg. C]
324,Non-working Hours,Zone 3,25.9332496,Operative Temp. [deg. C]
325,Non-working Hours,Zone 3,26.0247222014,Operative Temp. [deg. C]
326,Non-working Hours,Zone 3,26.094875025,Operative Temp. [deg. C]
327,Non-working Hours,Zone 3,26.0484723125,Operative Temp. [deg. C]
328,Non-working Hours,Zone 3,25.9972498813,Operative Temp. [deg. C]
329,Non-working Hours,Zone 3,25.9756943195,Operative Temp. [deg. C]
330,Non-working Hours,Zone 3,25.961624625,Operative Temp. [deg. C]
331,Non-working Hours,Zone 3,24.6027497375,Operative Temp. [deg. C]
332,Non-working Hours,Zone 3,24.6438887014,Operative Temp. [deg. C]
333,Non-working Hours,Zone 3,24.7239999,Operative Temp. [deg. C]
334,Non-working Hours,Zone 3,24.881375125,Operative Temp. [deg. C]
335,Non-working Hours,Zone 3,24.9841667084,Operative Temp. [deg. C]
336,Non-working Hours,Zone 3,25.043624825,Operative Temp. [deg. C]
337,Non-working Hours,Zone 3,24.9288889861,Operative Temp. [deg. C]
338,Non-working Hours,Zone 3,24.94874995,Operative Temp. [deg. C]
339,Non-working Hours,Zone 3,24.9671250875,Operative Temp. [deg. C]
340,Non-working Hours,Zone 3,25.0720832708,Operative Temp. [deg. C]
341,Non-working Hours,Zone 3,25.1204995813,Operative Temp. [deg. C]
342,Non-working Hours,Zone 3,25.2213750563,Operative Temp. [deg. C]
343,Non-working Hours,Zone 3,25.2036111667,Operative Temp. [deg. C]
344,Non-working Hours,Zone 3,25.4308335417,Operative Temp. [deg. C]
345,Non-working Hours,Zone 3,25.4779995812,Operative Temp. [deg. C]
346,Non-working Hours,Zone 3,25.5054997375,Operative Temp. [deg. C]
347,Non-working Hours,Zone 3,25.5216663819,Operative Temp. [deg. C]
348,Non-working Hours,Zone 3,25.5633749938,Operative Temp. [deg. C]
349,Non-working Hours,Zone 3,25.584583375,Operative Temp. [deg. C]
350,Non-working Hours,Zone 3,25.5858750125,Operative Temp. [deg. C]
351,Non-working Hours,Zone 3,25.6616250625,Operative Temp. [deg. C]
352,Non-working Hours,Zone 3,25.669722257,Operative Temp. [deg. C]
353,Non-working Hours,Zone 3,25.6771250375,Operative Temp. [deg. C]
354,Non-working Hours,Zone 3,25.7576251375,Operative Temp. [deg. C]
355,Non-working Hours,Zone 3,25.8255553611,Operative Temp. [deg. C]
356,Non-working Hours,Zone 3,25.8863749312,Operative Temp. [deg. C]
357,Non-working Hours,Zone 3,25.8473607847,Operative Temp. [deg. C]
358,Non-working Hours,Zone 3,25.8909998125,Operative Temp. [deg. C]
359,Non-working Hours,Zone 3,25.9657142589,Operative Temp. [deg. C]
360,Non-working Hours,Zone 3,25.9344443472,Operative Temp. [deg. C]
361,Non-working Hours,Zone 3,25.9122498313,Operative Temp. [deg. C]
362,Non-working Hours,Zone 3,25.8884717847,Operative Temp. [deg. C]
363,Non-working Hours,Zone 3,25.9281248562,Operative Temp. [deg. C]
364,Non-working Hours,Zone 3,25.9657499375,Operative Temp. [deg. C]
365,Non-working Hours,Zone 3,25.9390276111,Operative Temp. [deg. C]
366,Non-working Hours,Zone 3,25.9593749687,Operative Temp. [deg. C]
367,Non-working Hours,Zone 3,25.9935416146,Operative Temp. [deg. C]
368,Non-working Hours,Zone 3,26.0900003281,Operative Temp. [deg. C]
369,Non-working Hours,Zone 3,26.0872502625,Operative Temp. [deg. C]
370,Non-working Hours,Zone 3,26.0989289911,Operative Temp. [deg. C]
371,Non-working Hours,Zone 3,26.0621250813,Operative Temp. [deg. C]
372,Non-working Hours,Zone 3,26.0823611111,Operative Temp. [deg. C]
373,Non-working Hours,Zone 3,26.074750075,Operative Temp. [deg. C]
374,Non-working Hours,Zone 3,26.0124998437,Operative Temp. [deg. C]
375,Non-working Hours,Zone 3,26.0915279236,Operative Temp. [deg. C]
376,Non-working Hours,Zone 3,26.1570836458,Operative Temp. [deg. C]
377,Non-working Hours,Zone 3,26.1760000687,Operative Temp. [deg. C]
378,Non-working Hours,Zone 3,26.177625075,Operative Temp. [deg. C]
379,Non-working Hours,Zone 3,26.2001390833,Operative Temp. [deg. C]
380,Non-working Hours,Zone 3,26.2153751375,Operative Temp. [deg. C]
381,Non-working Hours,Zone 3,24.808000175,Operative Temp. [deg. C]
382,Non-working Hours,Zone 3,24.8748615347,Operative Temp. [deg. C]
383,Non-working Hours,Zone 3,24.9260002875,Operative Temp. [deg. C]
384,Non-working Hours,Zone 3,24.9736109097,Operative Temp. [deg. C]
385,Non-working Hours,Zone 3,25.0305552083,Operative Temp. [deg. C]
386,Non-working Hours,Zone 3,25.0851386458,Operative Temp. [deg. C]
387,Non-working Hours,Zone 3,25.1265970278,Operative Temp. [deg. C]
388,Non-working Hours,Zone 3,25.1683333194,Operative Temp. [deg. C]
389,Non-working Hours,Zone 3,25.2086250375,Operative Temp. [deg. C]
390,Non-working Hours,Zone 3,25.2350000347,Operative Temp. [deg. C]
391,Non-working Hours,Zone 3,25.2632500313,Operative Temp. [deg. C]
392,Non-working Hours,Zone 3,25.3111111736,Operative Temp. [deg. C]
393,Non-working Hours,Zone 3,25.3834999875,Operative Temp. [deg. C]
394,Non-working Hours,Zone 3,25.7353753125,Operative Temp. [deg. C]
395,Non-working Hours,Zone 3,25.7211111111,Operative Temp. [deg. C]
396,Non-working Hours,Zone 3,25.69875,Operative Temp. [deg. C]
397,Non-working Hours,Zone 3,25.7196251375,Operative Temp. [deg. C]
398,Non-working Hours,Zone 3,25.7231944445,Operative Temp. [deg. C]
399,Non-working Hours,Zone 3,25.7576251563,Operative Temp. [deg. C]
400,Non-working Hours,Zone 3,25.7644444097,Operative Temp. [deg. C]
401,Non-working Hours,Zone 3,25.781389,Operative Temp. [deg. C]
402,Non-working Hours,Zone 3,25.7734722952,Operative Temp. [deg. C]
403,Non-working Hours,Zone 3,25.7805902014,Operative Temp. [deg. C]
404,Non-working Hours,Zone 3,25.8002777361,Operative Temp. [deg. C]
405,Non-working Hours,Zone 3,25.8461113472,Operative Temp. [deg. C]
406,Non-working Hours,Zone 3,25.8680003062,Operative Temp. [deg. C]
407,Non-working Hours,Zone 3,25.9492499125,Operative Temp. [deg. C]
408,Non-working Hours,Zone 3,25.9387496736,Operative Temp. [deg. C]
409,Non-working Hours,Zone 3,25.9314996625,Operative Temp. [deg. C]
410,Non-working Hours,Zone 3,25.9908332083,Operative Temp. [deg. C]
411,Non-working Hours,Zone 3,25.9711109375,Operative Temp. [deg. C]
412,Non-working Hours,Zone 3,25.9741664791,Operative Temp. [deg. C]
413,Non-working Hours,Zone 3,26.0446249312,Operative Temp. [deg. C]
414,Non-working Hours,Zone 3,26.0711249813,Operative Temp. [deg. C]
415,Non-working Hours,Zone 3,26.100277882,Operative Temp. [deg. C]
416,Non-working Hours,Zone 3,26.0582499937,Operative Temp. [deg. C]
417,Non-working Hours,Zone 3,26.0469442986,Operative Temp. [deg. C]
418,Non-working Hours,Zone 3,26.0618749188,Operative Temp. [deg. C]
419,Non-working Hours,Zone 3,26.0612500187,Operative Temp. [deg. C]
420,Non-working Hours,Zone 3,26.097638882,Operative Temp. [deg. C]
421,Non-working Hours,Zone 3,26.1260001812,Operative Temp. [deg. C]
422,Non-working Hours,Zone 3,26.128333375,Operative Temp. [deg. C]
423,Non-working Hours,Zone 3,26.1178749125,Operative Temp. [deg. C]
424,Non-working Hours,Zone 3,26.1144444305,Operative Temp. [deg. C]
425,Non-working Hours,Zone 3,26.0938749312,Operative Temp. [deg. C]
426,Non-working Hours,Zone 3,26.0802777708,Operative Temp. [deg. C]
427,Non-working Hours,Zone 3,26.07524995,Operative Temp. [deg. C]
428,Non-working Hours,Zone 3,26.1256943889,Operative Temp. [deg. C]
429,Non-working Hours,Zone 3,26.1417499875,Operative Temp. [deg. C]
430,Non-working Hours,Zone 3,26.1399999166,Operative Temp. [deg. C]
431,Non-working Hours,Zone 3,25.3872221945,Operative Temp. [deg. C]
432,Non-working Hours,Zone 3,25.4158749375,Operative Temp. [deg. C]
433,Non-working Hours,Zone 3,25.5052504188,Operative Temp. [deg. C]
434,Non-working Hours,Zone 3,25.5358336806,Operative Temp. [deg. C]
435,Non-working Hours,Zone 3,25.5762498313,Operative Temp. [deg. C]
436,Non-working Hours,Zone 3,25.6224996437,Operative Temp. [deg. C]
437,Non-working Hours,Zone 3,25.6751388611,Operative Temp. [deg. C]
438,Non-working Hours,Zone 3,25.6995832917,Operative Temp. [deg. C]
439,Non-working Hours,Zone 3,25.7403749812,Operative Temp. [deg. C]
440,Non-working Hours,Zone 3,25.7544999937,Operative Temp. [deg. C]
441,Non-working Hours,Zone 3,25.7697221875,Operative Temp. [deg. C]
442,Non-working Hours,Zone 3,25.793750025,Operative Temp. [deg. C]
443,Non-working Hours,Zone 3,25.7968055139,Operative Temp. [deg. C]
444,Non-working Hours,Zone 3,28.2049999931,Operative Temp. [deg. C]
445,Non-working Hours,Zone 3,28.2020833194,Operative Temp. [deg. C]
446,Non-working Hours,Zone 3,28.2794445,Operative Temp. [deg. C]
447,Non-working Hours,Zone 3,28.2812500347,Operative Temp. [deg. C]
448,Non-working Hours,Zone 3,28.2540277778,Operative Temp. [deg. C]
449,Non-working Hours,Zone 3,28.2648750312,Operative Temp. [deg. C]
450,Non-working Hours,Zone 3,28.2501250813,Operative Temp. [deg. C]
451,Non-working Hours,Zone 3,28.1977777639,Operative Temp. [deg. C]
452,Non-working Hours,Zone 3,28.2178750125,Operative Temp. [deg. C]
453,Non-working Hours,Zone 3,28.2033333681,Operative Temp. [deg. C]
454,Non-working Hours,Zone 3,28.182625075,Operative Temp. [deg. C]
455,Non-working Hours,Zone 3,28.2071250375,Operative Temp. [deg. C]
456,Non-working Hours,Zone 3,28.2336111042,Operative Temp. [deg. C]
457,Non-working Hours,Zone 3,28.196625075,Operative Temp. [deg. C]
458,Non-working Hours,Zone 3,28.1701806701,Operative Temp. [deg. C]
459,Non-working Hours,Zone 3,28.1799167271,Operative Temp. [deg. C]
460,Non-working Hours,Zone 3,28.1722499813,Operative Temp. [deg. C]
461,Non-working Hours,Zone 3,28.1658333056,Operative Temp. [deg. C]
462,Non-working Hours,Zone 3,28.1736249937,Operative Temp. [deg. C]
463,Non-working Hours,Zone 3,28.1587500875,Operative Temp. [deg. C]
464,Non-working Hours,Zone 3,28.1538888472,Operative Temp. [deg. C]
465,Non-working Hours,Zone 3,28.1559999375,Operative Temp. [deg. C]
466,Non-working Hours,Zone 3,28.1622222361,Operative Temp. [deg. C]
467,Non-working Hours,Zone 3,28.1781250687,Operative Temp. [deg. C]
468,Non-working Hours,Zone 3,28.2089999875,Operative Temp. [deg. C]
469,Non-working Hours,Zone 3,28.2130555278,Operative Temp. [deg. C]
470,Non-working Hours,Zone 3,28.1763750375,Operative Temp. [deg. C]
471,Non-working Hours,Zone 3,28.1669445,Operative Temp. [deg. C]
472,Non-working Hours,Zone 3,28.146125,Operative Temp. [deg. C]
473,Non-working Hours,Zone 3,28.1621250813,Operative Temp. [deg. C]
474,Non-working Hours,Zone 3,28.1887499445,Operative Temp. [deg. C]
475,Non-working Hours,Zone 3,28.2178750875,Operative Temp. [deg. C]
476,Non-working Hours,Zone 3,28.2081944375,Operative Temp. [deg. C]
477,Non-working Hours,Zone 3,28.2215000687,Operative Temp. [deg. C]
478,Non-working Hours,Zone 3,28.2227500875,Operative Temp. [deg. C]
479,Non-working Hours,Zone 3,28.2168055139,Operative Temp. [deg. C]
480,Non-working Hours,Zone 3,28.2018750438,Operative Temp. [deg. C]
481,Non-working Hours,Zone 3,27.6218748375,Operative Temp. [deg. C]
482,Non-working Hours,Zone 3,27.649750025,Operative Temp. [deg. C]
483,Non-working Hours,Zone 3,27.6623611806,Operative Temp. [deg. C]
484,Non-working Hours,Zone 3,27.6710000125,Operative Temp. [deg. C]
485,Non-working Hours,Zone 3,27.7101249688,Operative Temp. [deg. C]
486,Non-working Hours,Zone 3,27.6802778125,Operative Temp. [deg. C]
487,Non-working Hours,Zone 3,27.6927500562,Operative Temp. [deg. C]
488,Non-working Hours,Zone 3,27.7547221597,Operative Temp. [deg. C]
489,Non-working Hours,Zone 3,27.7787501187,Operative Temp. [deg. C]
490,Non-working Hours,Zone 3,27.8366252687,Operative Temp. [deg. C]
491,Non-working Hours,Zone 3,27.8079168125,Operative Temp. [deg. C]
492,Non-working Hours,Zone 3,27.805124925,Operative Temp. [deg. C]
493,Non-working Hours,Zone 3,27.8251389514,Operative Temp. [deg. C]
494,Non-working Hours,Zone 3,27.934999925,Operative Temp. [deg. C]
495,Non-working Hours,Zone 3,27.9170001062,Operative Temp. [deg. C]
496,Non-working Hours,Zone 3,27.9193058125,Operative Temp. [deg. C]
497,Non-working Hours,Zone 3,27.9497497438,Operative Temp. [deg. C]
498,Non-working Hours,Zone 3,28.0043054445,Operative Temp. [deg. C]
499,Non-working Hours,Zone 3,28.0228749562,Operative Temp. [deg. C]
500,Non-working Hours,Zone 3,28.0681249625,Operative Temp. [deg. C]
501,Non-working Hours,Zone 3,28.0694444792,Operative Temp. [deg. C]
502,Non-working Hours,Zone 3,28.060749975,Operative Temp. [deg. C]
503,Non-working Hours,Zone 3,28.0485000125,Operative Temp. [deg. C]
504,Non-working Hours,Zone 3,28.0658333055,Operative Temp. [deg. C]
505,Non-working Hours,Zone 3,28.0268750375,Operative Temp. [deg. C]
506,Non-working Hours,Zone 3,28.0498611736,Operative Temp. [deg. C]
507,Non-working Hours,Zone 3,28.0187499937,Operative Temp. [deg. C]
508,Non-working Hours,Zone 3,27.9716246563,Operative Temp. [deg. C]
509,Non-working Hours,Zone 3,27.9637497431,Operative Temp. [deg. C]
510,Non-working Hours,Zone 3,27.9327500687,Operative Temp. [deg. C]
511,Non-working Hours,Zone 3,27.9283334306,Operative Temp. [deg. C]
512,Non-working Hours,Zone 3,27.9047503562,Operative Temp. [deg. C]
513,Non-working Hours,Zone 3,27.8691252125,Operative Temp. [deg. C]
514,Non-working Hours,Zone 3,27.8622223194,Operative Temp. [deg. C]
515,Non-working Hours,Zone 3,27.8713750563,Operative Temp. [deg. C]
516,Non-working Hours,Zone 3,27.92175005,Operative Temp. [deg. C]
517,Non-working Hours,Zone 3,27.9877774653,Operative Temp. [deg. C]
518,Non-working Hours,Zone 3,27.9873747688,Operative Temp. [deg. C]
519,Non-working Hours,Zone 3,27.9841662708,Operative Temp. [deg. C]
520,Non-working Hours,Zone 3,28.006124775,Operative Temp. [deg. C]
521,Non-working Hours,Zone 3,28.0119441736,Operative Temp. [deg. C]
522,Non-working Hours,Zone 3,28.0720000875,Operative Temp. [deg. C]
523,Non-working Hours,Zone 3,28.0423610625,Operative Temp. [deg. C]
524,Non-working Hours,Zone 3,28.0593749187,Operative Temp. [deg. C]
525,Non-working Hours,Zone 3,28.0163887639,Operative Temp. [deg. C]
526,Non-working Hours,Zone 3,27.9218751,Operative Temp. [deg. C]
527,Non-working Hours,Zone 3,27.9358338472,Operative Temp. [deg. C]
528,Non-working Hours,Zone 3,27.958750025,Operative Temp. [deg. C]
529,Non-working Hours,Zone 3,27.9223614722,Operative Temp. [deg. C]
530,Non-working Hours,Zone 3,27.92712535,Operative Temp. [deg. C]
531,Non-working Hours,Zone 3,27.3907500125,Operative Temp. [deg. C]
532,Non-working Hours,Zone 3,27.3738890694,Operative Temp. [deg. C]
533,Non-working Hours,Zone 3,27.4100003937,Operative Temp. [deg. C]
534,Non-working Hours,Zone 3,27.4187505,Operative Temp. [deg. C]
535,Non-working Hours,Zone 3,27.418875275,Operative Temp. [deg. C]
536,Non-working Hours,Zone 3,27.409125375,Operative Temp. [deg. C]
537,Non-working Hours,Zone 3,27.4923606458,Operative Temp. [deg. C]
538,Non-working Hours,Zone 3,27.4961247063,Operative Temp. [deg. C]
539,Non-working Hours,Zone 3,27.5158329305,Operative Temp. [deg. C]
540,Non-working Hours,Zone 3,27.4943746312,Operative Temp. [deg. C]
541,Non-working Hours,Zone 3,27.5382498687,Operative Temp. [deg. C]
542,Non-working Hours,Zone 3,27.5487496875,Operative Temp. [deg. C]
543,Non-working Hours,Zone 3,27.5619998125,Operative Temp. [deg. C]
544,Non-working Hours,Zone 3,27.6416250062,Operative Temp. [deg. C]
545,Non-working Hours,Zone 3,27.6947222847,Operative Temp. [deg. C]
546,Non-working Hours,Zone 3,27.6912500937,Operative Temp. [deg. C]
547,Non-working Hours,Zone 3,27.6991666667,Operative Temp. [deg. C]
548,Non-working Hours,Zone 3,27.7133752187,Operative Temp. [deg. C]
549,Non-working Hours,Zone 3,27.6463889167,Operative Temp. [deg. C]
550,Non-working Hours,Zone 3,27.7251251188,Operative Temp. [deg. C]
551,Non-working Hours,Zone 3,27.6744444792,Operative Temp. [deg. C]
552,Non-working Hours,Zone 3,27.7115000188,Operative Temp. [deg. C]
553,Non-working Hours,Zone 3,27.741375175,Operative Temp. [deg. C]
554,Non-working Hours,Zone 3,27.7366667222,Operative Temp. [deg. C]
555,Non-working Hours,Zone 3,27.7551251312,Operative Temp. [deg. C]
556,Non-working Hours,Zone 3,27.7741667431,Operative Temp. [deg. C]
557,Non-working Hours,Zone 3,27.7942502938,Operative Temp. [deg. C]
558,Non-working Hours,Zone 3,27.8095001375,Operative Temp. [deg. C]
559,Non-working Hours,Zone 3,27.7648611736,Operative Temp. [deg. C]
560,Non-working Hours,Zone 3,27.77175025,Operative Temp. [deg. C]
561,Non-working Hours,Zone 3,27.7969448958,Operative Temp. [deg. C]
562,Non-working Hours,Zone 3,27.7957503813,Operative Temp. [deg. C]
563,Non-working Hours,Zone 3,27.7658334514,Operative Temp. [deg. C]
564,Non-working Hours,Zone 3,27.7556250687,Operative Temp. [deg. C]
565,Non-working Hours,Zone 3,27.7346250938,Operative Temp. [deg. C]
566,Non-working Hours,Zone 3,27.7623610347,Operative Temp. [deg. C]
567,Non-working Hours,Zone 3,27.7601251,Operative Temp. [deg. C]
568,Non-working Hours,Zone 3,27.7602776667,Operative Temp. [deg. C]
569,Non-working Hours,Zone 3,27.7271249437,Operative Temp. [deg. C]
570,Non-working Hours,Zone 3,27.6773749438,Operative Temp. [deg. C]
571,Non-working Hours,Zone 3,27.7002777986,Operative Temp. [deg. C]
572,Non-working Hours,Zone 3,27.7344723083,Operative Temp. [deg. C]
573,Non-working Hours,Zone 3,27.6955556722,Operative Temp. [deg. C]
574,Non-working Hours,Zone 3,27.7195000563,Operative Temp. [deg. C]
575,Non-working Hours,Zone 3,27.7931944445,Operative Temp. [deg. C]
576,Non-working Hours,Zone 3,27.8357502313,Operative Temp. [deg. C]
577,Non-working Hours,Zone 3,27.8524725792,Operative Temp. [deg. C]
578,Non-working Hours,Zone 3,27.8489031236,Operative Temp. [deg. C]
579,Non-working Hours,Zone 3,27.863125425,Operative Temp. [deg. C]
580,Non-working Hours,Zone 3,27.9008330486,Operative Temp. [deg. C]
581,Non-working Hours,Zone 3,27.1977500625,Operative Temp. [deg. C]
582,Non-working Hours,Zone 3,27.2323611042,Operative Temp. [deg. C]
583,Non-working Hours,Zone 3,27.2110000812,Operative Temp. [deg. C]
584,Non-working Hours,Zone 3,27.2327500563,Operative Temp. [deg. C]
585,Non-working Hours,Zone 3,27.2211110972,Operative Temp. [deg. C]
586,Non-working Hours,Zone 3,27.2282500125,Operative Temp. [deg. C]
587,Non-working Hours,Zone 3,27.1941666528,Operative Temp. [deg. C]
588,Non-working Hours,Zone 3,27.2416250063,Operative Temp. [deg. C]
589,Non-working Hours,Zone 3,27.2882499688,Operative Temp. [deg. C]
590,Non-working Hours,Zone 3,27.307083257,Operative Temp. [deg. C]
591,Non-working Hours,Zone 3,27.2976250125,Operative Temp. [deg. C]
592,Non-working Hours,Zone 3,27.3522223472,Operative Temp. [deg. C]
593,Non-working Hours,Zone 3,27.3422500312,Operative Temp. [deg. C]
594,Non-working Hours,Zone 3,27.5174997125,Operative Temp. [deg. C]
